segment_id,city_name,admin_ward,latitude,longitude,catchment_id,elevation_m,dem_source,land_use,soil_group,drainage_density_km_per_km2,storm_drain_proximity_m,storm_drain_type,rainfall_source,historical_rainfall_intensity_mm_hr,return_period_years,risk_labels
SEG-01573,"Miami, USA",Borough West,25.755035,-79.975037,CAT-033,5.29,Copernicus_EEA-10_v5,Residential,A,2.69,21.7,GratedInlet,ERA5,28.3,2,low_lying|sparse_drainage|event_2024-07-25
SEG-01574,"Istanbul, Türkiye",District 18,40.889105,29.058041,CAT-095,101.53,Copernicus_EEA-10_v5,Commercial,,10.58,135.7,CurbInlet,ERA5,53.9,50,monitor
SEG-01575,"Barcelona, Spain",Borough North,41.463531,2.082965,CAT-162,12.51,Copernicus_GLO-30_v2023,Residential,C,7.31,69.7,GratedInlet,ERA5,51.8,50,monitor
SEG-01576,"Lagos, Nigeria",Borough Hillside,6.555921,3.406728,CAT-011,21.92,Copernicus_GLO-30_v2023,Commercial,C,10.43,363.4,OpenChannel,ERA5,36.9,2,monitor
SEG-01577,"Lima, Peru",Borough Old Town,-12.059378,-77.080852,CAT-081,29.21,Copernicus_GLO-90_v2022,Green,,2.46,333.8,CurbInlet,ERA5,30.6,50,sparse_drainage
SEG-01578,"Lagos, Nigeria",District 7,6.513477,3.441327,CAT-164,-3,SRTM_1arc,Roads,C,6.7,98.9,CurbInlet,LocalGauge,39.1,5,ponding_hotspot|low_lying
SEG-01579,"Buenos Aires, Argentina",Sector 27,-34.53649,-58.348884,CAT-099,70.81,Copernicus_EEA-10_v5,Mixed,A,7.2,190.2,OpenChannel,ERA5,25,5,monitor
SEG-01580,"New Orleans, USA",District 7,29.956204,-90.08749,CAT-155,8.71,Copernicus_EEA-10_v5,Commercial,C,6.71,91.3,GratedInlet,ERA5,24.4,25,monitor
SEG-01581,"Durban, South Africa",Borough South,-29.835853,30.98201,CAT-114,77.37,SRTM_1arc,Roads,C,10.47,22.5,CurbInlet,ERA5,20.9,10,monitor
SEG-01582,"Shenzhen, China",Zone VII,22.655303,113.931653,CAT-101,1.6,Copernicus_GLO-30_v2023,Commercial,D,8.32,28.9,CurbInlet,ERA5,57.1,2,ponding_hotspot|low_lying
SEG-01583,"Bangkok, Thailand",District 20,13.86683,100.382149,CAT-137,19.54,SRTM_1arc,Industrial,B,4.78,79,CurbInlet,ERA5,97,2,extreme_rain_history
SEG-01584,"Auckland, New Zealand",Zone II,-36.782513,174.791502,CAT-163,70.32,SRTM_1arc,Green,D,3.82,236.3,OpenChannel,ERA5,26.7,50,monitor
SEG-01585,"Durban, South Africa",District 1,-29.864562,30.996099,CAT-007,-3,Copernicus_EEA-10_v5,Residential,D,3.96,54.4,CurbInlet,ERA5,30.2,25,ponding_hotspot|low_lying
SEG-01586,"Bangkok, Thailand",Zone V,13.695715,100.533076,CAT-003,2.99,SRTM_1arc,Residential,D,6.68,105.6,GratedInlet,ERA5,33.9,5,low_lying
SEG-01587,"Rome, Italy",Zone IX,41.936646,12.538349,CAT-167,29.11,Copernicus_GLO-90_v2022,Roads,A,5.54,,CurbInlet,LocalGauge,72.7,25,monitor
SEG-01588,"Karachi, Pakistan",Ward K,24.871737,67.003027,CAT-096,88.89,SRTM_1arc,Commercial,A,4.47,65.6,CurbInlet,IMD,32.1,2,monitor
SEG-01589,"San Francisco, USA",Borough Hillside,37.690249,-122.392396,CAT-082,46.22,Copernicus_GLO-30_v2023,Commercial,C,8.42,154.1,GratedInlet,,15,5,monitor
SEG-01590,"Sao Paulo, Brazil",Zone IV,-23.496734,-46.433007,CAT-052,19.87,SRTM_1arc,Commercial,C,4.55,57.2,Manhole,ERA5,47.5,2,monitor
SEG-01591,"Singapore, Singapore",Sector 29,1.271992,103.805096,CAT-147,14.19,Copernicus_EEA-10_v5,Roads,B,8.52,84.4,OpenChannel,LocalGauge,60,25,monitor
SEG-01592,"Rome, Italy",Borough North,42.026394,12.391153,CAT-117,48.77,SRTM_3arc,Residential,D,2.9,102.2,GratedInlet,ERA5,41.1,10,sparse_drainage
SEG-01593,"Sao Paulo, Brazil",Sector 11,-23.507695,-46.765201,CAT-167,128.63,Copernicus_GLO-90_v2022,Residential,C,5.68,93.4,CurbInlet,,57.9,25,monitor
SEG-01594,"Riyadh, Saudi Arabia",District 4,24.904087,46.524995,CAT-087,,SRTM_1arc,Commercial,D,3.6,30.2,Manhole,ERA5,18,5,monitor
SEG-01595,"Durban, South Africa",Borough Harbor,-29.904586,31.047679,CAT-104,34.79,Copernicus_GLO-30_v2023,Industrial,B,5.55,507,None,ERA5,18.1,2,monitor
SEG-01596,"Hanoi, Vietnam",District 2,21.007812,105.847113,CAT-040,122.69,SRTM_3arc,Residential,C,6.98,33.5,OpenChannel,Blended,53.1,5,monitor
SEG-01597,"Osaka, Japan",Sector 11,34.617177,135.531037,CAT-037,106.75,Copernicus_GLO-30_v2023,Industrial,,10.24,23.1,GratedInlet,ERA5,31.2,2,monitor
SEG-01598,"Brisbane, Australia",District 16,-27.476446,152.988144,CAT-067,47.72,Copernicus_EEA-10_v5,Residential,C,8.49,22.8,GratedInlet,ERA5,23,2,monitor
SEG-01599,"Houston, USA",Zone V,29.797016,-95.385727,CAT-051,2.67,SRTM_1arc,Commercial,,11.48,38.5,GratedInlet,ERA5,26.1,10,low_lying
SEG-01600,"New York, USA",Ward A,40.655767,-73.973597,CAT-107,47.77,Copernicus_GLO-30_v2023,Residential,C,3.51,38.3,Manhole,Blended,39.9,5,monitor
SEG-01601,"Rotterdam, Netherlands",Zone II,52.020667,4.48802,CAT-090,17.01,Copernicus_GLO-30_v2023,Green,C,4.27,292,Manhole,ERA5,28.6,2,monitor
SEG-01602,"Guangzhou, China",Ward F,23.090813,113.237465,CAT-035,-1.15,Copernicus_GLO-30_v2023,Green,A,5.74,254,CurbInlet,,74.9,10,low_lying|event_2022-06-21
SEG-01603,"Washington DC, USA",Ward G,38.968952,-77.014721,CAT-017,89.08,Copernicus_GLO-30_v2023,Residential,D,3.66,131.1,GratedInlet,Blended,28,10,monitor
SEG-01604,"Karachi, Pakistan",District 16,24.797458,66.813457,CAT-085,101.91,SRTM_3arc,Institutional,C,5.03,231.1,CurbInlet,ERA5,36.8,5,monitor
SEG-01605,"Chennai, India",Borough Delta,13.085968,80.268848,CAT-033,17.48,SRTM_1arc,Industrial,D,6.68,409.9,OpenChannel,LocalGauge,87.2,50,extreme_rain_history
SEG-01606,"Cape Town, South Africa",Zone II,-34.062037,18.40062,CAT-124,41.31,Copernicus_EEA-10_v5,Mixed,C,5.81,90.8,None,IMD,31.7,2,monitor
SEG-01607,"Auckland, New Zealand",Zone II,-36.874419,174.887109,CAT-016,62.75,SRTM_1arc,Residential,B,4.15,61.7,Manhole,ERA5,56.2,5,monitor
SEG-01608,"Shenzhen, China",District 22,22.518045,114.052657,CAT-121,-3,Copernicus_GLO-30_v2023,Roads,C,9.45,49.8,CurbInlet,IMD,111.8,25,ponding_hotspot|extreme_rain_history|low_lying
SEG-01609,"Amsterdam, Netherlands",Zone IX,52.477076,4.916432,CAT-083,3.67,SRTM_1arc,Roads,C,5.32,69.6,CurbInlet,ERA5,10.1,25,low_lying
SEG-01610,"Singapore, Singapore",Sector 22,1.235723,103.753477,CAT-005,11.63,Copernicus_GLO-30_v2023,Industrial,,10.28,274.9,OpenChannel,Blended,77.8,25,monitor
SEG-01611,"Rotterdam, Netherlands",Sector 10,51.92346,4.398333,CAT-004,1.87,SRTM_1arc,Industrial,D,,52.7,Manhole,IMD,43.6,5,ponding_hotspot|low_lying|event_2024-02-27
SEG-01612,"Manila, Philippines",Ward K,14.62007,121.050932,CAT-136,23.82,Copernicus_GLO-90_v2022,Green,D,,216.8,OpenChannel,ERA5,73.1,25,monitor
SEG-01613,"Taipei, Taiwan",Sector 23,24.940458,121.604363,CAT-087,,Copernicus_EEA-10_v5,Residential,D,2.76,48.6,Manhole,LocalGauge,49.9,25,sparse_drainage
SEG-01614,"Osaka, Japan",Sector 9,34.564401,135.491588,CAT-094,8.8,SRTM_1arc,Roads,C,4.68,88.8,GratedInlet,Blended,59,100,monitor
SEG-01615,"Accra, Ghana",Borough Central,5.492264,-0.166883,CAT-040,13.4,Copernicus_GLO-90_v2022,Residential,C,3.49,61.9,GratedInlet,ERA5,150,100,ponding_hotspot|extreme_rain_history
SEG-01616,"Lagos, Nigeria",Borough North,6.662943,3.494447,CAT-045,27.26,SRTM_1arc,Residential,A,3.83,126,OpenChannel,ERA5,48,10,monitor
SEG-01617,"Athens, Greece",Sector 23,37.910108,23.689854,CAT-001,54.09,Copernicus_GLO-30_v2023,Industrial,D,8.38,409.6,OpenChannel,LocalGauge,30,25,monitor
SEG-01618,"Tokyo, Japan",District 26,35.676908,139.715177,CAT-032,41.42,SRTM_1arc,Green,C,4.2,139.8,GratedInlet,LocalGauge,31.8,50,monitor
SEG-01619,"Copenhagen, Denmark",Sector 22,55.705705,12.593475,CAT-114,22.61,Copernicus_GLO-30_v2023,Industrial,C,9.35,27.3,GratedInlet,,22.8,2,monitor
SEG-01620,"Karachi, Pakistan",Zone II,24.836456,66.972998,CAT-099,83.99,Copernicus_GLO-90_v2022,Commercial,B,9.59,47.6,CurbInlet,IMD,58,10,monitor
SEG-01621,"Taipei, Taiwan",Ward I,24.916641,121.583707,CAT-149,100.83,SRTM_1arc,Commercial,B,4.28,74.7,Manhole,ERA5,38.2,10,monitor
SEG-01622,"Sao Paulo, Brazil",Ward C,-23.464615,-46.611385,CAT-154,38.38,Copernicus_GLO-30_v2023,Commercial,C,7.45,34.5,OpenChannel,ERA5,42.1,25,monitor
SEG-01623,"Kolkata, India",Borough West,22.539001,88.465002,CAT-177,85.38,Copernicus_GLO-30_v2023,Green,,2.25,174.5,Manhole,Blended,57,2,sparse_drainage
SEG-01624,"Cape Town, South Africa",Borough West,-33.918674,18.451922,CAT-123,50.24,Copernicus_GLO-90_v2022,Residential,D,5.67,48,GratedInlet,ERA5,18.2,5,monitor
SEG-01625,"Delhi, India",Sector 15,28.635472,77.344476,CAT-155,76.8,SRTM_1arc,Industrial,D,6.57,36.1,CurbInlet,ERA5,62.2,2,monitor
SEG-01626,"Hanoi, Vietnam",District 21,21.088588,105.857753,CAT-163,-3,Copernicus_EEA-10_v5,Industrial,,8.54,115,CurbInlet,IMD,32.6,5,low_lying
SEG-01627,"Istanbul, Türkiye",Zone V,40.957551,29.10837,CAT-058,24.83,SRTM_1arc,Residential,C,,18.5,Manhole,LocalGauge,40,2,monitor
SEG-01628,"Osaka, Japan",Ward I,34.74935,135.550278,CAT-005,-3,Copernicus_EEA-10_v5,Green,D,2.67,292.1,CurbInlet,IMD,39.5,10,ponding_hotspot|low_lying|sparse_drainage
SEG-01629,"Ahmedabad, India",District 14,22.868827,72.758322,CAT-124,35.78,SRTM_1arc,Industrial,A,5.79,,CurbInlet,LocalGauge,24.6,2,monitor
SEG-01630,"Bogotá, Colombia",Ward C,4.719281,-74.137331,CAT-012,-3,SRTM_3arc,Residential,A,3.75,150.4,CurbInlet,ERA5,24.7,25,low_lying
SEG-01631,"Vancouver, Canada",Ward H,49.333262,-123.025642,CAT-176,13.1,SRTM_3arc,Mixed,A,,7.4,GratedInlet,,61.9,2,monitor
SEG-01632,"Guangzhou, China",Zone I,23.285744,113.283006,CAT-010,,SRTM_1arc,Residential,A,4.58,12.6,CurbInlet,LocalGauge,75.2,10,monitor
SEG-01633,"Tokyo, Japan",Zone X,35.813078,139.651669,CAT-031,-0.71,Copernicus_GLO-90_v2022,Industrial,D,6.84,92.2,Manhole,ERA5,34.9,5,ponding_hotspot|low_lying
SEG-01634,"Athens, Greece",Borough Delta,37.961924,23.775224,CAT-016,,SRTM_1arc,Green,C,,351,Manhole,LocalGauge,54.4,10,monitor
SEG-01635,"Cape Town, South Africa",Sector 15,-33.969035,18.322638,CAT-034,202.72,SRTM_1arc,Industrial,D,7.12,162.6,None,Blended,35,2,monitor
SEG-01636,"Singapore, Singapore",District 29,1.349995,103.856521,CAT-103,19.45,SRTM_1arc,Residential,A,7.08,130.4,CurbInlet,Blended,65.6,10,monitor
SEG-01637,"Karachi, Pakistan",Borough Harbor,24.891112,67.095459,CAT-146,,Copernicus_GLO-30_v2023,Industrial,,4.92,400,None,LocalGauge,18,10,monitor
SEG-01638,"Ho Chi Minh City, Vietnam",District 23,10.801121,106.658887,CAT-139,10.88,SRTM_3arc,Green,B,8.17,147.3,CurbInlet,ERA5,70.5,100,monitor
SEG-01639,"Osaka, Japan",Borough Central,34.503467,135.566862,CAT-131,97.81,SRTM_3arc,Commercial,D,10.51,,OpenChannel,ERA5,29.6,10,monitor
SEG-01640,"Houston, USA",Ward C,29.734851,-95.367471,CAT-107,81.43,Copernicus_GLO-30_v2023,Mixed,B,3.79,30.3,Manhole,LocalGauge,20.4,10,monitor
SEG-01641,"Karachi, Pakistan",District 20,24.845006,67.137882,CAT-064,230.96,Copernicus_EEA-10_v5,Residential,C,4.31,170.9,Manhole,ERA5,34.4,5,monitor
SEG-01642,"Rome, Italy",Ward F,41.886342,12.522925,CAT-087,-3,SRTM_1arc,Mixed,A,6,122.6,Manhole,ERA5,18.2,2,low_lying
SEG-01643,"Rotterdam, Netherlands",Borough Riverside,51.925171,4.543845,CAT-115,8.06,SRTM_3arc,Roads,A,8.28,114.2,OpenChannel,ERA5,40.6,2,monitor
SEG-01644,"Mumbai, India",Borough East,19.059062,72.939655,CAT-159,2.8,SRTM_1arc,Residential,A,,35.9,CurbInlet,ERA5,57.3,5,low_lying
SEG-01645,"Accra, Ghana",Zone VI,5.653046,-0.213407,CAT-126,13.38,SRTM_3arc,Residential,,5.17,97.1,Manhole,ERA5,61.7,5,monitor
SEG-01646,"Miami, USA",Sector 18,25.687468,-80.178397,CAT-175,7.89,SRTM_1arc,Water,B,7.01,162.5,OpenChannel,ERA5,53.8,10,low_lying
SEG-01647,"London, UK",Ward H,51.648201,0.009707,CAT-079,50.63,SRTM_1arc,Residential,B,5.2,96.8,CurbInlet,LocalGauge,38.2,5,monitor
SEG-01648,"Rio de Janeiro, Brazil",Sector 28,-22.847835,-43.168922,CAT-138,3.53,SRTM_3arc,Roads,A,4.43,33.8,Manhole,IMD,62.4,10,low_lying
SEG-01649,"Buenos Aires, Argentina",District 29,-34.684341,-58.387273,CAT-052,-3,Copernicus_GLO-30_v2023,Commercial,C,11.16,79.2,Manhole,LocalGauge,24.6,50,low_lying
SEG-01650,"Shanghai, China",Zone X,31.340696,121.3909,CAT-012,16.21,Copernicus_EEA-10_v5,Roads,B,8.98,92.5,CurbInlet,Blended,17.2,10,monitor
SEG-01651,"Accra, Ghana",Borough Harbor,5.713856,-0.155188,CAT-063,19.23,SRTM_1arc,Roads,A,3.93,28.7,GratedInlet,LocalGauge,93.6,50,extreme_rain_history
SEG-01652,"Seoul, South Korea",Borough Riverside,37.624126,126.997375,CAT-038,48.6,Copernicus_GLO-30_v2023,Green,B,7.27,60.5,OpenChannel,ERA5,54.8,2,monitor
SEG-01653,"Riyadh, Saudi Arabia",Sector 16,24.748862,46.707945,CAT-178,31.08,SRTM_1arc,Roads,C,10.01,79.1,Manhole,LocalGauge,14.6,2,monitor
SEG-01654,"Bogotá, Colombia",Zone IV,4.827368,-74.079459,CAT-008,86.14,Copernicus_EEA-10_v5,Industrial,B,5.06,207.1,None,LocalGauge,37.8,2,monitor
SEG-01655,"Amsterdam, Netherlands",Sector 25,52.369307,4.893947,CAT-009,,Copernicus_GLO-30_v2023,Residential,B,3.17,16,GratedInlet,Blended,34.8,5,monitor
SEG-01656,"Lima, Peru",Sector 5,-12.121319,-76.973366,CAT-105,-3,Copernicus_GLO-30_v2023,Roads,A,5.87,26.6,None,Blended,49.7,50,low_lying
SEG-01657,"Jakarta, Indonesia",Ward K,-6.214388,106.7287,CAT-056,2.29,Copernicus_EEA-10_v5,Commercial,,7.71,,CurbInlet,ERA5,140.8,50,ponding_hotspot|extreme_rain_history|low_lying
SEG-01658,"Vancouver, Canada",Borough Central,49.229423,-123.064892,CAT-084,0.54,Copernicus_GLO-30_v2023,Green,B,1.54,255.5,GratedInlet,ERA5,23.1,50,low_lying|sparse_drainage|event_2025-04-11
SEG-01659,"Auckland, New Zealand",District 11,-36.777294,174.72991,CAT-159,52.24,Copernicus_GLO-30_v2023,Institutional,,5.86,80.8,Manhole,ERA5,35.8,5,monitor
SEG-01660,"Seoul, South Korea",Sector 28,37.550299,127.093896,CAT-027,-3,SRTM_1arc,Commercial,D,9.75,82.6,GratedInlet,LocalGauge,49.7,10,ponding_hotspot|low_lying
SEG-01661,"Chennai, India",Zone III,13.158168,80.346084,CAT-152,10.05,Copernicus_GLO-90_v2022,Green,D,3.9,523.1,CurbInlet,ERA5,103.8,25,ponding_hotspot|extreme_rain_history
SEG-01662,"Auckland, New Zealand",Ward H,-36.887958,174.707513,CAT-061,58,Copernicus_GLO-90_v2022,Mixed,C,8.37,52.6,GratedInlet,ERA5,51,2,monitor
SEG-01663,"Philadelphia, USA",Ward I,39.95512,-75.114547,CAT-020,38.1,Copernicus_EEA-10_v5,Roads,A,8.24,17.4,Manhole,ERA5,30.7,25,monitor
SEG-01664,"Ho Chi Minh City, Vietnam",Zone II,10.766218,106.701474,CAT-131,9.42,SRTM_1arc,Roads,B,10.36,121.9,CurbInlet,ERA5,28.2,10,monitor
SEG-01665,"Ahmedabad, India",Sector 10,23.109766,72.510081,CAT-177,26.84,Copernicus_GLO-30_v2023,Roads,A,5.28,110.4,GratedInlet,Blended,28.4,25,monitor
SEG-01666,"Mexico City, Mexico",Ward D,19.411528,-98.989933,CAT-090,8.49,SRTM_1arc,Industrial,,4.15,40.7,GratedInlet,,16.9,50,monitor
SEG-01667,"London, UK",Borough Central,51.606573,-0.061731,CAT-162,27.18,SRTM_3arc,Roads,D,6.11,7.1,Manhole,ERA5,59.8,10,monitor
SEG-01668,"Osaka, Japan",Sector 24,34.727556,135.373805,CAT-072,-3,SRTM_1arc,Residential,A,4.33,215.2,None,ERA5,13.6,10,low_lying
SEG-01669,"Dubai, UAE",Zone I,25.317464,55.26053,CAT-132,21.61,SRTM_1arc,Roads,B,5.48,47.4,CurbInlet,ERA5,30.4,2,monitor
SEG-01670,"Rio de Janeiro, Brazil",Zone V,-22.959798,-43.216563,CAT-044,4.43,Copernicus_GLO-30_v2023,Commercial,A,3.18,164.7,CurbInlet,LocalGauge,43.9,10,low_lying
SEG-01671,"Ho Chi Minh City, Vietnam",Sector 20,10.915452,106.656895,CAT-089,6.17,Copernicus_GLO-30_v2023,Residential,B,5.72,128.2,CurbInlet,Blended,95.8,25,extreme_rain_history|low_lying
SEG-01672,"Shenzhen, China",District 5,22.416014,113.990211,CAT-134,4.77,SRTM_1arc,Residential,B,6.08,112.2,GratedInlet,ERA5,37.6,25,low_lying
SEG-01673,"Tokyo, Japan",Zone IV,35.730363,139.661608,CAT-010,88.18,SRTM_3arc,Residential,D,5.71,,GratedInlet,Blended,20.6,2,monitor
SEG-01674,"Brisbane, Australia",Borough Central,-27.514029,152.932383,CAT-026,36.66,Copernicus_GLO-30_v2023,Residential,D,2.07,129.5,CurbInlet,,28.5,10,sparse_drainage
SEG-01675,"Paris, France",District 9,48.864973,2.399368,CAT-085,41.55,SRTM_3arc,Roads,A,8.76,32.7,GratedInlet,Blended,7,5,monitor
SEG-01676,"Dubai, UAE",Zone VI,25.284412,55.322374,CAT-060,96.86,SRTM_1arc,Residential,A,5.31,26.7,CurbInlet,IMD,28.8,25,monitor
SEG-01677,"Seoul, South Korea",Sector 24,37.591389,126.960039,CAT-134,21.32,Copernicus_GLO-30_v2023,Residential,B,4.41,51.2,Manhole,ERA5,35.5,10,monitor
SEG-01678,"Riyadh, Saudi Arabia",Ward J,24.796394,46.658875,CAT-070,111.79,Copernicus_EEA-10_v5,Roads,B,7.71,53.7,Manhole,ERA5,21.5,10,monitor
SEG-01679,"Bengaluru, India",Borough North,13.037432,77.493175,CAT-178,,SRTM_1arc,Green,B,4.83,112.9,Manhole,ERA5,20.9,2,monitor
SEG-01680,"Vancouver, Canada",Sector 11,49.226887,-123.141713,CAT-004,2.14,Copernicus_GLO-30_v2023,Commercial,A,6.37,227,OpenChannel,,25.8,5,low_lying
SEG-01681,"Washington DC, USA",Zone I,39.025691,-77.044375,CAT-003,60.72,Copernicus_GLO-90_v2022,Roads,D,,73.1,OpenChannel,,14.5,2,monitor
SEG-01682,"Sao Paulo, Brazil",District 6,-23.53946,-46.609679,CAT-003,40.4,Copernicus_EEA-10_v5,Industrial,D,6.19,,CurbInlet,,109.5,10,extreme_rain_history
SEG-01683,"Seoul, South Korea",Zone X,37.55904,126.911568,CAT-134,55.37,SRTM_1arc,Commercial,B,8.6,511.3,None,LocalGauge,43.7,5,monitor
SEG-01684,"Kolkata, India",Sector 17,22.529005,88.303404,CAT-041,32.44,Copernicus_EEA-10_v5,Green,A,1.78,74.9,OpenChannel,ERA5,67.3,10,sparse_drainage
SEG-01685,"Buenos Aires, Argentina",District 18,-34.576375,-58.36159,CAT-108,59.71,SRTM_1arc,Commercial,B,5.04,58,Manhole,ERA5,38.9,5,monitor
SEG-01686,"Tokyo, Japan",Zone I,35.706335,139.638521,CAT-045,92.96,SRTM_1arc,Residential,A,2.77,,Manhole,LocalGauge,23.5,10,sparse_drainage
SEG-01687,"Chennai, India",Borough Delta,13.100024,80.240578,CAT-127,8.26,Copernicus_GLO-30_v2023,Green,D,6.25,98.5,Manhole,ERA5,42,5,monitor
SEG-01688,"Istanbul, Türkiye",Zone X,41.029481,28.879465,CAT-137,74.66,SRTM_1arc,Commercial,,7.14,41,OpenChannel,ERA5,46.5,10,monitor
SEG-01689,"New York, USA",Ward D,40.721553,-73.90918,CAT-091,8.62,SRTM_1arc,Green,C,4.78,,Manhole,LocalGauge,41.4,5,monitor
SEG-01690,"Athens, Greece",District 28,38.016074,23.719803,CAT-075,59.37,Copernicus_EEA-10_v5,Residential,B,,189.7,None,ERA5,15.9,10,monitor
SEG-01691,"Dhaka, Bangladesh",Zone VII,23.765604,90.299735,CAT-031,104.12,SRTM_1arc,Residential,A,4.37,173.4,Manhole,IMD,81.2,50,extreme_rain_history
SEG-01692,"Buenos Aires, Argentina",Zone VI,-34.715362,-58.318522,CAT-033,13.39,SRTM_3arc,Roads,D,4.34,48.8,GratedInlet,ERA5,37.3,2,monitor
SEG-01693,"Taipei, Taiwan",Zone VIII,24.979429,121.44545,CAT-094,115.02,Copernicus_EEA-10_v5,Roads,A,7.56,55.7,Manhole,ERA5,61.7,10,monitor
SEG-01694,"Kuala Lumpur, Malaysia",Borough Delta,3.106396,101.66905,CAT-161,21.13,SRTM_1arc,Green,C,6.78,78.4,GratedInlet,Blended,42.7,5,monitor
SEG-01695,"Doha, Qatar",Zone IX,25.274993,51.57755,CAT-111,7.68,Copernicus_GLO-30_v2023,Green,D,2.28,149.3,OpenChannel,ERA5,17.5,2,low_lying|sparse_drainage
SEG-01696,"Seoul, South Korea",District 2,37.562224,126.881014,CAT-106,49.71,SRTM_3arc,Roads,C,6.44,12.9,OpenChannel,ERA5,82,25,extreme_rain_history
SEG-01697,"Guangzhou, China",District 9,23.12453,113.428776,CAT-001,10.34,SRTM_1arc,Residential,B,4.27,202,OpenChannel,LocalGauge,48.1,10,monitor
SEG-01698,"Auckland, New Zealand",Zone VIII,-36.937066,174.75811,CAT-125,83.5,Copernicus_EEA-10_v5,Institutional,B,7.31,,GratedInlet,IMD,30.2,2,monitor
SEG-01699,"Miami, USA",Sector 9,25.800998,-80.113941,CAT-058,7.22,SRTM_1arc,Commercial,B,7.95,64.3,OpenChannel,IMD,61.8,5,low_lying
SEG-01700,"Philadelphia, USA",Sector 12,39.989085,-75.233734,CAT-089,61.93,Copernicus_GLO-30_v2023,Roads,B,5.75,57.9,CurbInlet,LocalGauge,33.6,2,monitor
SEG-01701,"Rome, Italy",Sector 15,41.799145,12.562069,CAT-005,119.8,Copernicus_GLO-30_v2023,Water,B,5.05,371.9,Manhole,Blended,36,2,monitor
SEG-01702,"Rotterdam, Netherlands",Zone II,51.920018,4.585554,CAT-033,-3,SRTM_3arc,Industrial,B,,,CurbInlet,IMD,10.8,10,low_lying
SEG-01703,"New Orleans, USA",District 2,29.972918,-89.890887,CAT-123,-2.2,Copernicus_GLO-30_v2023,Green,D,3.73,110.3,Manhole,,62.6,2,ponding_hotspot|low_lying|event_2023-11-15
SEG-01704,"Chennai, India",Sector 24,13.050758,80.290913,CAT-094,17.82,SRTM_1arc,Water,D,,181.7,OpenChannel,LocalGauge,63.7,10,monitor
SEG-01705,"New York, USA",District 27,40.794321,-74.021741,CAT-038,75.91,Copernicus_GLO-30_v2023,Residential,D,5.86,66.7,CurbInlet,Blended,33.9,2,monitor
SEG-01706,"Bengaluru, India",Sector 30,12.95821,77.647817,CAT-012,69.99,Copernicus_GLO-30_v2023,Residential,,6.99,160.8,OpenChannel,IMD,25.4,2,monitor
SEG-01707,"Delhi, India",District 17,28.496687,77.09244,CAT-097,61.12,SRTM_1arc,Commercial,A,9.74,,GratedInlet,ERA5,18.8,5,monitor
SEG-01708,"New York, USA",Borough North,40.71672,-73.861444,CAT-071,58.78,Copernicus_GLO-30_v2023,Industrial,D,8.11,133.6,OpenChannel,ERA5,32.9,5,monitor
SEG-01709,"Amsterdam, Netherlands",Zone X,52.427907,4.939044,CAT-017,10.62,SRTM_3arc,Industrial,C,5.63,,Manhole,ERA5,37.3,5,monitor
SEG-01710,"Barcelona, Spain",District 2,41.332087,2.167525,CAT-084,1.11,Copernicus_EEA-10_v5,Green,A,,351.6,GratedInlet,IMD,62.9,2,low_lying
SEG-01711,"Singapore, Singapore",Borough West,1.483285,103.900062,CAT-042,11.06,Copernicus_EEA-10_v5,Commercial,C,10,56.9,Manhole,ERA5,144.7,25,ponding_hotspot|extreme_rain_history
SEG-01712,"Manila, Philippines",Borough Hillside,14.566038,120.852999,CAT-168,3.15,SRTM_3arc,Commercial,A,6.33,97,Manhole,IMD,31.9,10,low_lying
SEG-01713,"Dubai, UAE",Ward A,25.184891,55.225678,CAT-139,123.34,SRTM_3arc,Green,,6.46,,OpenChannel,ERA5,25.3,5,monitor
SEG-01714,"Paris, France",District 15,48.836778,2.310792,CAT-064,77.21,Copernicus_GLO-30_v2023,Residential,B,2.79,156.2,CurbInlet,Blended,56,25,sparse_drainage
SEG-01715,"Paris, France",Zone V,48.922826,2.352367,CAT-073,79.62,Copernicus_EEA-10_v5,Industrial,C,9.19,240,None,ERA5,16.2,10,monitor
SEG-01716,"Rio de Janeiro, Brazil",Borough Riverside,-22.950281,-43.215423,CAT-152,6.64,SRTM_3arc,Roads,B,7.96,406.7,None,Blended,35.4,2,low_lying
SEG-01717,"Lagos, Nigeria",Borough Delta,6.654152,3.309417,CAT-066,9.39,Copernicus_GLO-90_v2022,Residential,D,7.34,,GratedInlet,IMD,92.6,100,ponding_hotspot|extreme_rain_history|event_2023-01-01
SEG-01718,"Karachi, Pakistan",Zone VII,24.790519,67.083915,CAT-035,27.84,SRTM_1arc,Residential,A,8.56,282.5,OpenChannel,ERA5,44.9,2,monitor
SEG-01719,"Barcelona, Spain",Zone IV,41.384355,2.196118,CAT-055,20.01,SRTM_1arc,Commercial,A,,,OpenChannel,,51.6,2,monitor
SEG-01720,"Seoul, South Korea",District 16,37.646547,127.056846,CAT-010,48.99,Copernicus_GLO-30_v2023,Roads,B,5.44,181.7,CurbInlet,Blended,43.4,50,monitor
SEG-01721,"Tehran, Iran",Zone IX,35.69927,51.368767,CAT-030,23.53,Copernicus_GLO-30_v2023,Green,B,,78.8,CurbInlet,ERA5,25.5,10,monitor
